"","spp","sp_code","Division","Family","Genus","Consv_stat","Native_stat","Coastal","Ha_pres","Ma_pres","Ka_pres","Oa_pres","Mo_pres","La_pres","Ke_pres","Ni_pres","Cover_D","Cover_1","Cover_2","Cover_3","CCE_Area","Vulnerability","Tolerate","Migrate","Micro_refugia","Eff_Mrf_A","Eff_Tol_A","Eff_Mig_A","Habqual_Mrg","Habqual_Tol","Habqual_Mig","Dispersion","Quality_avg","Area_avg","nonNat_comp","Pioneer","Winkout","Overlap_sp","Dist_Ces","p_tol_pts","n_fce_bioreg","Overlap_Ces","change_CE_A","Prox_to_top","Tot_A_MR","Tot_A_TL","Tot_A_MG","new_lava_MR","new_lava_TL","new_lava_MG","Hi_mod_A_MR","Hi_mod_A_TL","Hi_mod_A_MG","SLR_A_lost in_MR","Natvcov_MR","Natvcov_TL","Natvcov_MG","prot_A_MR","prot_A_TL","prot_A_MG","Ung_A_MR","Ung_A_TL","Ung_A_MG","Inv_MR","Inv_TL","Inv_MG","Frag_MR","Frag_TL","Frag_MG","ppt_grad_MR","Slope_MR","Asp_var_MR","SlopeVar_MR"
"717","Ochrosia kilaueaensis",718,"Dicot","Apocynaceae","Ochrosia","Extinct","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"na","Mesic_forest","Perennial_grassland","Dry_forest",149.4765,0.438533450720984,"Medium","Medium","Small","Very_small","Small","Large","Medium","Medium","Medium","Large","Medium","Small","No","No","No","Yes","Large","none","Few","Medium","Small_decr_or_inc","Far","Very_small","Small","Large","Large","Large","Large","Medium","Medium","Medium","Small","Medium","Medium","Large","Large","Large","Small","Small","Medium","Large","Medium","Large","Large","Medium","Small","Medium","Low","Low","Small","Small"
"718","Ophioderma pendulum",719,"Pteridophyte","Ophioglossaceae","Ophioderma","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",4719.6342,0.221539256922519,"Very_large","Very_large","Medium","Large","Very_large","Very_large","Small","Large","Very_large","Very_large","Large","Very_large","No","No","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Far","Large","Very_large","Very_large","Large","Medium","Medium","Large","Large","Small","Small","Small","Medium","Large","Small","Medium","Large","Small","Medium","Large","Small","Small","Small","Large","Medium","Small","Medium","Low","Small","Large"
"719","Ophioglossum petiolatum",720,"Pteridophyte","Ophioglossaceae","Ophioglossum","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,0,1,0,0,"na","Perennial_grassland","Decidious_shrubland","Wet_mesic_forest",2598.3477,0.409785394347232,"Medium","Medium","Medium","Large","Large","Large","Very_small","Very_small","Small","Large","Very_small","Large","No","No","No","Yes","Medium","none","Many","Medium","Medium_decrease","Far","Very_large","Large","Large","Large","Large","Large","Large","Large","Medium","Large","Small","Small","Small","Small","Small","Medium","Small","Small","Medium","Large","Large","Large","Large","Large","Large","Low","Medium","Medium","Large"
"720","Ophioglossum polyphyllum",721,"Pteridophyte","Ophioglossaceae","Ophioglossum","Apparently Secure","Indigenous","Coastal",1,1,1,1,1,1,1,0,"na","Decidious_shrubland","Perennial_grassland","Dry_forest",1703.3463,0.407342750702801,"Small","Medium","Medium","Very_large","Medium","Very_large","Small","Very_small","Very_small","Small","Very_small","Very_large","No","No","No","Yes","Large","Small","Many","Small","Large_decrease","Close","Very_large","Medium","Large","Large","Medium","Medium","Large","Large","Large","Large","Small","Small","Small","Small","Small","Small","Medium","Medium","Small","Large","Large","Large","Large","Large","Large","Low","Low","Small","Large"
"721","Oreobolus furcatus",722,"Monocot","Cyperaceae","Oreobolus","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,0,0,0,"na","Wet_forest","Mesic_forest","Perennial_grassland",3150.6039,0.277950021707022,"Large","Medium","Large","Very_large","Large","Small","Medium","Very_large","Very_large","Medium","Large","Large","No","No","No","Yes","Small","Large","Many","Large","Medium_decrease","Close","Large","Large","Small","Medium","Large","Medium","Medium","Medium","Small","Small","Medium","Large","Large","Medium","Large","Large","Medium","Large","Large","Small","Medium","Small","Medium","Small","Small","Medium","Medium","Medium","Large"
"722","Osteomeles anthyllidifolia",723,"Dicot","Rosaceae","Osteomeles","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,1,0,"na","Perennial_grassland","Mesic_forest","Dry_forest",9524.943,0.274188396945032,"Large","Very_large","Medium","Very_large","Very_large","Very_large","Very_small","Medium","Large","Large","Medium","Very_large","Yes","Yes","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Close","Very_large","Very_large","Very_large","Large","Large","Large","Large","Large","Medium","Large","Small","Medium","Large","Small","Medium","Large","Small","Large","Large","Large","Large","Medium","Large","Medium","Medium","Low","Low","Small","Large"
"723","Pandanus tectorius",724,"Monocot","Pandanaceae","Pandanus","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,0,1,"na","Perennial_grassland","Wet_mesic_forest","Decidious_shrubland",5937.7923,0.326857321226202,"Medium","Large","Large","Very_large","Large","Very_large","Small","Small","Medium","Large","Small","Very_large","Yes","Yes","No","Yes","Medium","none","Many","Medium","Small_decr_or_inc","Close","Very_large","Very_large","Very_large","Large","Large","Large","Large","Large","Large","Large","Small","Small","Medium","Small","Small","Medium","Small","Small","Medium","Medium","Small","Small","Large","Large","Medium","Low","Low","Small","Large"
"724","Panicum beecheyi",725,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",0,1,1,1,0,0,0,0,"na","Wet_mesic_forest","Decidious_shrubland","Mesic_forest",503.8983,0.440653578991961,"Medium","Medium","Small","Medium","Medium","Large","Very_small","Small","Medium","Medium","Small","Medium","No","No","No","Yes","Medium","Medium","Few","Medium","Medium_decrease","Far","Medium","Medium","Large","Small","Small","Small","Medium","Small","Medium","Small","Small","Small","Medium","Medium","Large","Large","Medium","Large","Large","Large","Large","Large","Large","Large","Large","Medium","High","Large","Small"
"725","Panicum fauriei",726,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,1,1,0,"na","Perennial_grassland","Decidious_shrubland","Dry_forest",3350.0844,0.392874806045462,"Small","Medium","Medium","Very_large","Large","Large","Very_small","Very_small","Medium","Small","Small","Very_large","Yes","No","No","Yes","Medium","Small","Many","Medium","Large_decrease","Close","Very_large","Large","Large","Large","Large","Medium","Large","Large","Large","Large","Small","Small","Small","Small","Small","Small","Small","Medium","Medium","Large","Large","Large","Large","Large","Small","Low","Low","Small","Large"
"726","Panicum konaense",727,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,1,0,1,0,0,0,"na","Perennial_grassland","Dry_forest","Decidious_shrubland",4365.954,0.364845206651536,"Medium","Large","Medium","Large","Large","Very_large","Very_small","Very_small","Medium","Very_large","Small","Very_large","No","No","No","Yes","Medium","none","Many","Medium","Small_decr_or_inc","Far","Very_large","Very_large","Very_large","Large","Large","Large","Large","Medium","Medium","Large","Small","Small","Medium","Small","Small","Medium","Small","Small","Large","Large","Large","Large","Large","Large","Medium","Low","Low","Small","Large"
"727","Panicum lineale",728,"Monocot","Poaceae","Panicum","Rare","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_mesic_forest","Wet_mesic_forest","Decidious_shrubland","Mesic_forest",518.4279,0.499441036127815,"Small","Small","Small","Medium","Medium","Small","Very_small","Small","Small","Small","Small","Medium","No","No","No","Yes","Large","none","Few","Medium","Large_decrease","Far","Medium","Medium","Small","Small","Small","Small","Large","Small","Medium","Small","Small","Small","Medium","Small","Large","Large","Small","Small","Small","Large","Large","Large","Large","Large","Medium","Medium","Medium","Medium","Medium"
"728","Panicum longivaginatum",729,"Monocot","Poaceae","Panicum","Rare","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"Wet_forest","Wet_forest","Dry_shrubland","Mesic_forest",27.8217,0.529916543198513,"Very_small","Very_small","Medium","Very_small","Very_small","Very_small","Very_large","Very_small","Very_small","Very_small","Small","Very_small","No","No","Yes","No","none","none","Few","Small","Large_decrease","Close","Very_small","Very_small","Very_small","Large","none","none","Small","none","none","Small","Large","none","none","Large","none","none","Large","none","none","Small","Small","Small","Small","none","none","Low","Low","Small","Small"
"729","Panicum nephelophilum",730,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,1,0,0,"na","Mesic_forest","Perennial_grassland","Wet_mesic_forest",1286.1459,0.385161754790997,"Medium","Large","Medium","Large","Large","Very_large","Very_small","Small","Medium","Medium","Small","Very_large","No","No","No","Yes","Medium","none","Many","Medium","Medium_decrease","Close","Large","Large","Very_large","Medium","Large","Large","Large","Medium","Medium","Small","Small","Small","Medium","Small","Large","Medium","Medium","Medium","Medium","Large","Large","Large","Large","Large","Medium","Low","Medium","Medium","Medium"
"730","Panicum niihauense",731,"Monocot","Poaceae","Panicum","Endangered","Endemic","Coastal",0,0,1,0,0,0,0,1,"Dry_forest","Dry_forest","Decidious_shrubland","Perennial_grassland",232.2198,0.520933295173502,"Very_small","Small","Small","Medium","Very_small","Small","Small","Very_small","Small","Small","Very_small","Small","Yes","No","No","No","Large","none","Few","Small","Large_decrease","Far","Medium","Very_small","Medium","Small","none","Small","Large","none","Large","Large","Small","none","Small","Small","none","Large","Small","none","Small","Large","Small","Large","none","none","none","Low","Low","Small","Large"
"731","Panicum pellitum",732,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,0,0,0,1,0,1,"na","Perennial_grassland","Dry_forest","Dry_shrubland",6855.273,0.33879822619335,"Large","Large","Medium","Very_large","Very_large","Large","Very_small","Small","Medium","Large","Small","Very_large","No","No","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Close","Very_large","Very_large","Very_large","Large","Large","Large","Large","Medium","Medium","Large","Small","Small","Large","Small","Small","Large","Small","Medium","Large","Large","Large","Large","Large","Medium","Large","Low","Low","Small","Large"
"732","Panicum ramosius",733,"Monocot","Poaceae","Panicum","Rare","Endemic","Coastal",0,0,0,0,1,1,1,0,"Decidious_shrubland","Decidious_shrubland","Dry_forest","Perennial_grassland",298.4553,0.514414473653006,"Very_small","Medium","Small","Medium","Very_small","Large","Small","Very_small","Very_small","Small","Very_small","Medium","No","No","No","No","Large","none","Few","Small","Medium_decrease","Close","Medium","Very_small","Large","Small","none","Small","Medium","none","Medium","Large","Small","none","Small","Small","none","Small","Large","none","Large","Large","Small","Large","Large","none","Large","Low","Low","Medium","Large"
"733","Panicum tenuifolium",734,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,1,0,0,"na","Perennial_grassland","Mesic_forest","Dry_shrubland",6571.4292,0.298333295809513,"Large","Very_large","Large","Very_large","Very_large","Very_large","Small","Small","Large","Large","Medium","Very_large","No","No","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Close","Very_large","Very_large","Very_large","Medium","Large","Large","Large","Medium","Medium","Small","Small","Small","Large","Small","Medium","Large","Small","Large","Large","Medium","Large","Large","Large","Medium","Medium","Low","Medium","Medium","Medium"
"734","Panicum torridum",735,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,1,1,1,"na","Decidious_shrubland","Dry_forest","Perennial_grassland",3253.8393,0.404162691017716,"Medium","Medium","Medium","Very_large","Large","Large","Very_small","Very_small","Very_small","Small","Very_small","Very_large","Yes","No","No","Yes","Large","none","Many","Small","Large_decrease","Close","Very_large","Large","Large","Medium","Medium","Medium","Large","Large","Large","Large","Small","Small","Small","Small","Small","Small","Small","Medium","Small","Large","Large","Large","Large","Large","Large","Low","Low","Small","Large"
"735","Panicum xerophilum",736,"Monocot","Poaceae","Panicum","Apparently Secure","Endemic","Non_coastal",1,1,0,1,1,1,1,1,"na","Perennial_grassland","Decidious_shrubland","Dry_forest",4297.599,0.373281127741797,"Medium","Large","Medium","Very_large","Large","Very_large","Very_small","Small","Small","Medium","Very_small","Very_large","No","No","No","Yes","Medium","none","Many","Medium","Medium_decrease","Close","Very_large","Large","Very_large","Large","Medium","Large","Large","Large","Medium","Large","Small","Small","Small","Small","Small","Small","Small","Small","Small","Large","Medium","Medium","Large","Large","Large","Low","Low","Small","Large"
"736","Paspalum scrobiculatum",737,"Monocot","Poaceae","Paspalum","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,0,0,0,"na","Wet_forest","Wet_mesic_forest","Perennial_grassland",5342.4828,0.243075769898077,"Very_large","Very_large","Large","Very_large","Very_large","Very_large","Small","Large","Large","Very_large","Medium","Very_large","No","Yes","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Far","Very_large","Very_large","Very_large","Large","Large","Large","Large","Large","Medium","Large","Small","Medium","Large","Small","Medium","Large","Small","Medium","Large","Medium","Small","Large","Large","Medium","Small","Medium","Low","Small","Large"
"737","Pellaea ternifolia",738,"Pteridophyte","Pteridaceae","Pellaea","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,0,0,"na","Perennial_grassland","Mesic_forest","Dry_shrubland",7167.5559,0.271191456363982,"Large","Very_large","Large","Very_large","Very_large","Very_large","Small","Medium","Large","Large","Medium","Very_large","No","Yes","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Close","Very_large","Very_large","Very_large","Large","Large","Large","Large","Medium","Medium","Small","Small","Medium","Large","Small","Large","Large","Small","Large","Large","Medium","Large","Large","Large","Medium","Small","Low","Medium","Medium","Large"
"738","Peperomia alternifolia",739,"Dicot","Piperaceae","Peperomia","Apparently Secure","Endemic","Non_coastal",0,1,0,0,1,1,0,0,"na","Wet_forest","Wet_mesic_forest","Perennial_grassland",127.0926,0.420155909110026,"Medium","Large","Small","Very_small","Small","Medium","Small","Very_large","Large","Very_large","Large","Small","No","No","No","Yes","Large","none","Many","Medium","Small_decr_or_inc","Far","Very_small","Small","Medium","Small","Small","Small","Medium","Medium","Small","Small","Small","Large","Large","Small","Medium","Small","Medium","Large","Large","Small","Small","Small","Large","Small","Small","High","Medium","Small","Medium"
"739","Peperomia blanda",740,"Dicot","Piperaceae","Peperomia","Apparently Secure","Indigenous","Non_coastal",1,1,1,1,1,1,0,1,"na","Wet_forest","Perennial_grassland","Wet_mesic_forest",12407.1642,0.268953860020124,"Large","Very_large","Medium","Very_large","Very_large","Very_large","Very_small","Large","Large","Large","Medium","Very_large","Yes","Yes","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Close","Very_large","Very_large","Very_large","Large","Large","Large","Large","Large","Small","Large","Small","Medium","Large","Small","Medium","Large","Small","Medium","Large","Large","Medium","Large","Large","Small","Small","Low","Low","Small","Large"
"740","Peperomia cookiana",741,"Dicot","Piperaceae","Peperomia","Apparently Secure","Endemic","Non_coastal",1,1,1,0,1,0,0,0,"na","Wet_forest","Mesic_forest","Perennial_grassland",7001.8569,0.222749384348425,"Very_large","Very_large","Large","Very_large","Very_large","Very_large","Small","Large","Very_large","Very_large","Medium","Very_large","No","No","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Far","Very_large","Very_large","Large","Medium","Large","Large","Large","Medium","Small","Small","Small","Medium","Large","Small","Medium","Large","Small","Large","Large","Small","Medium","Medium","Large","Small","Small","Medium","Medium","Medium","Large"
"741","Peperomia eekana",742,"Dicot","Piperaceae","Peperomia","Apparently Secure","Endemic","Non_coastal",0,1,0,0,1,0,0,0,"na","Wet_forest","Perennial_grassland","Wet_mesic_forest",710.2818,0.373272461420759,"Medium","Large","Medium","Medium","Medium","Medium","Medium","Medium","Large","Medium","Large","Medium","No","No","No","Yes","Small","none","Few","Large","Medium_decrease","Far","Medium","Medium","Medium","Medium","Medium","Small","Medium","Medium","Small","Small","Medium","Medium","Large","Medium","Medium","Large","Large","Large","Large","Small","Large","Large","Medium","Small","Small","High","High","Medium","Medium"
